//版本号  260517
//        
//       
//         
	   
央视频道,#genre#
CCTV5+,http://39.134.13.35:6610/180000001001/00000001000000000008000000047442/index.m3u8?
CCTV5+,http://183.215.116.134:6610/180000001001/00000000000000020000000000182561/main.m3u8?IASHttpSessionId=OTT
CCTV5+,http://183.215.116.134:6610/180000001001/00000001000000000002000000027985/main.m3u8?IASHttpSessionId=OTT
CCTV5+,http://183.215.116.134:6610/180000001001/00000001000000000008000000047442/main.m3u8?IASHttpSessionId=OTT
CCTV5+,http://183.215.116.134:6610/180000001001/00000001000000001001000000000061/main.m3u8?IASHttpSessionId=OTT
CCTV6,http://111.23.232.117/180000001002/00000001000000000008000000047435/index.m3u8
CCTV6,http://39.134.249.221/wh7f454c46tw531181933_133952391/180000001002/00000001000000000008000000047435/main.m3u8?IASHttpSessionId=RR986920241026094903812359&icpid=2&RTS=1729936048&from=9&hms_devid=24589&online=1729936048&vqe=3
CCTV6,http://36.158.166.3:8089/180000001002/00000001000000000008000000047435/main.m3u8
CCTV6,http://111.23.232.117:80/180000001001/00000001000000001001000000000054/main.m3u8
CCTV6,http://111.23.232.117:80/180000001001/00000001000000000002000000028008/main.m3u8
CCTV6,http://111.23.232.117/180000001002/00000001000000000008000000047435/main.m3u8
CCTV6,http://183.215.116.134:6610/180000001001/00000001000000001001000000000054/main.m3u8?IASHttpSessionId=OTT
CCTV6,http://39.134.240.3/PLTV/1/224/3221226104/index.m3u8
CCTV6,http://39.134.13.35:6610/180000001001/00000001000000000008000000047435/index.m3u8?
CCTV6,http://183.215.116.134:6610/180000001001/00000001000000000008000000047435/main.m3u8?IASHttpSessionId=OTT
CCTV7,http://111.23.232.117/180000001002/00000001000000000008000000047436/main.m3u8
CCTV7,http://111.23.232.117:80/180000001001/00000001000000000002000000028009/main.m3u8
CCTV7,http://111.23.232.117/180000001002/00000001000000000008000000047436/index.m3u8?
CCTV7,http://111.23.232.117:80/180000001001/00000001000000001001000000000055/main.m3u8
CCTV7,http://36.158.166.3:8089/180000001002/00000001000000000008000000047436/main.m3u8
CCTV7,http://39.134.249.221/wh7f454c46tw881841314_-592362576/180000001002/00000001000000000008000000047436/main.m3u8?IASHttpSessionId=RR981820241026095454432635&icpid=2&RTS=1729936399&from=9&hms_devid=24589&online=1729936399&vqe=3
CCTV7,http://39.134.13.35:6610/180000001001/00000001000000000008000000047436/index.m3u8?
CCTV7,http://183.215.116.134:6610/180000001001/00000001000000000008000000047436/main.m3u8?IASHttpSessionId=OTT
CCTV7,http://183.215.116.134:6610/180000001001/00000001000000001001000000000055/main.m3u8?IASHttpSessionId=OTT
CCTV8,http://183.215.116.134:6610/180000001001/00000001000000001001000000000056/main.m3u8?IASHttpSessionId=OTT
CCTV8,http://183.215.116.134:6610/180000001001/00000001000000000008000000047437/main.m3u8?IASHttpSessionId=OTT
CCTV8,http://39.134.13.35:6610/180000001001/00000001000000000008000000047437/index.m3u8?
CCTV8,http://39.134.249.207/wh7f454c46tw991077686_1686682443/180000001002/00000001000000000008000000047437/main.m3u8?IASHttpSessionId=RR1009120241026095643288833&icpid=2&RTS=1729936508&from=9&hms_devid=24590&online=1729936508&vqe=3
CCTV8,http://36.158.166.3:8089/180000001002/00000001000000000008000000047437/main.m3u8
CCTV8,http://111.23.232.117:80/180000001001/00000001000000001001000000000056/main.m3u8
CCTV8,http://111.23.232.117:80/180000001001/00000001000000000002000000028010/main.m3u8
CCTV8,http://111.23.232.117/180000001002/00000001000000000008000000047437/main.m3u8
CCTV8,http://111.23.232.117/180000001002/00000001000000000008000000047437/index.m3u8?
CCTV9,http://111.23.232.117/180000001002/00000001000000000008000000047438/main.m3u8
CCTV9,http://183.215.116.134:6610/180000001001/00000001000000001001000000000057/main.m3u8?IASHttpSessionId=OTT
CCTV9,http://183.215.116.134:6610/180000001001/00000001000000000008000000047438/main.m3u8?IASHttpSessionId=OTT
CCTV9,http://39.134.13.35:6610/180000001001/00000001000000000008000000047438/index.m3u8?
CCTV9,http://111.23.232.117:80/180000001001/00000001000000001001000000000057/main.m3u8
CCTV9,http://36.158.166.3:8089/180000001002/00000001000000000008000000047438/main.m3u8
CCTV9,http://39.134.249.221/wh7f454c46tw1139908703_95618220/180000001002/00000001000000000008000000047438/main.m3u8?IASHttpSessionId=RR1002920241026095912765753&icpid=2&RTS=1729936657&from=9&hms_devid=24589&online=1729936657&vqe=3
CCTV9,http://111.23.232.117/180000001002/00000001000000000008000000047438/index.m3u8?
CCTV10,http://111.23.232.117/180000001002/00000001000000000008000000047439/index.m3u8
CCTV10,http://183.215.116.134:6610/180000001001/00000001000000001001000000000058/main.m3u8?IASHttpSessionId=OTT
CCTV10,http://183.215.116.134:6610/180000001001/00000001000000000008000000047439/main.m3u8?IASHttpSessionId=OTT
CCTV10,http://111.23.232.117/180000001002/00000001000000000008000000047439/main.m3u8
CCTV10,http://39.134.13.35:6610/180000001001/00000001000000000008000000047439/index.m3u8?
CCTV10,http://39.134.249.220/wh7f454c46tw1233705501_-513415858/180000001002/00000001000000000008000000047439/main.m3u8?IASHttpSessionId=RR986820241026100045762714&icpid=2&RTS=1729936751&from=9&hms_devid=24589&online=1729936751&vqe=3
CCTV10,http://36.158.166.3:8089/180000001002/00000001000000000008000000047439/main.m3u8
CCTV10,http://111.23.232.117:80/180000001001/00000001000000001001000000000058/main.m3u8
CCTV10,http://111.23.232.117:80/180000001001/00000001000000000002000000028013/main.m3u8
CCTV11,http://39.134.242.92:80/180000001002/00000001000000000026000000446966/index.m3u8
CCTV11,http://183.215.116.134:6610/180000001001/00000001000000000026000000446966/main.m3u8?IASHttpSessionId=OTT
CCTV11,http://183.215.116.134:6610/180000001001/00000001000000001019000000352943/main.m3u8?IASHttpSessionId=OTT
CCTV11,http://111.23.232.117/180000001002/00000001000000000026000000446966/main.m3u8
CCTV11,http://111.23.232.117/180000001002/00000001000000000026000000446966/index.m3u8
CCTV11,http://39.134.249.212/wh7f454c46tw1492307424_-1551586753/180000001002/00000001000000000026000000446966/main.m3u8?IASHttpSessionId=RR983620241026100504131222&icpid=2&RTS=1729937009&from=9&hms_devid=24592&online=1729937009&vqe=3
CCTV11,http://36.158.166.3:8089/180000001002/00000001000000000026000000446966/main.m3u8
CCTV11,http://111.23.232.117:80/180000001001/00000001000000001019000000352943/main.m3u8
CCTV11,http://111.23.232.117:80/180000001001/00000001000000000002000000028014/main.m3u8
CCTV12,http://183.215.116.134:6610/180000001001/00000001000000001001000000000060/main.m3u8?IASHttpSessionId=OTT
CCTV12,http://183.215.116.134:6610/180000001001/00000001000000000008000000047440/main.m3u8?IASHttpSessionId=OTT
CCTV12,http://111.23.232.117/180000001002/00000001000000000008000000047440/index.m3u8
CCTV12,http://39.134.13.35:6610/180000001001/00000001000000000008000000047440/index.m3u8?
CCTV12,http://39.134.240.3/PLTV/1/224/3221226384/index.m3u8
CCTV12,http://111.23.232.117:80/180000001001/00000001000000000002000000028015/main.m3u8
CCTV12,http://111.23.232.117:80/180000001001/00000001000000001001000000000060/main.m3u8
CCTV12,http://36.158.166.3:8089/180000001002/00000001000000000008000000047440/main.m3u8
CCTV12,http://111.23.232.117/180000001002/00000001000000000008000000047440/main.m3u8
CCTV13,http://111.23.232.117/180000001002/00000001000000000050000000133801/main.m3u8
CCTV13,http://39.134.249.213/wh7f454c46tw1638111678_-772209285/180000001002/00000001000000000050000000133801/main.m3u8?IASHttpSessionId=RR1005320241026100730068942&icpid=2&RTS=1729937155&from=9&hms_devid=24592&online=1729937155&vqe=3
CCTV13,http://36.158.166.3:8089/180000001002/00000001000000000050000000133801/main.m3u8
CCTV13,http://111.23.232.117:80/180000001001/00000001000000000045000000287929/main.m3u8
CCTV13,http://111.23.232.117:80/180000001001/00000001000000000002000000028016/main.m3u8
CCTV13,http://183.215.116.134:6610/180000001001/00000001000000000045000000287929/main.m3u8?IASHttpSessionId=OTT
CCTV13,http://183.215.116.134:6610/180000001001/00000001000000000050000000133801/main.m3u8?IASHttpSessionId=OTT
CCTV13,http://111.23.232.117/180000001002/00000001000000000050000000133801/index.m3u8
CCTV14,http://111.23.232.117/180000001002/00000001000000000008000000047441/index.m3u8?
CCTV14,http://39.134.249.220/wh7f454c46tw1677661798_-1055374643/180000001002/00000001000000000008000000047441/main.m3u8?IASHttpSessionId=RR1002720241026100810851204&icpid=2&RTS=1729937195&from=9&hms_devid=24589&online=1729937195&vqe=3
CCTV14,http://36.158.166.3:8089/180000001002/00000001000000000008000000047441/main.m3u8
CCTV14,http://111.23.232.117:80/180000001001/00000001000000001001000000000059/main.m3u8
CCTV14,http://111.23.232.117:80/180000001001/00000001000000000002000000028017/main.m3u8
CCTV14,http://111.23.232.117/180000001002/00000001000000000008000000047441/main.m3u8
CCTV14,http://183.215.116.134:6610/180000001001/00000001000000001001000000000059/main.m3u8?IASHttpSessionId=OTT
CCTV14,http://39.134.13.35:6610/180000001001/00000001000000000008000000047441/index.m3u8?
CCTV15,http://39.134.242.92:80/180000001002/00000001000000000026000000446967/index.m3u8
CCTV15,http://183.215.116.134:6610/180000001001/00000001000000000026000000446967/main.m3u8?IASHttpSessionId=OTT
CCTV15,http://183.215.116.134:6610/180000001001/00000001000000001019000000352948/main.m3u8?IASHttpSessionId=OTT
CCTV15,http://111.23.232.117/180000001002/00000001000000000026000000446967/index.m3u8
CCTV15,http://39.134.249.220/wh7f454c46tw1720532996_-2067973935/180000001002/00000001000000000026000000446967/main.m3u8?IASHttpSessionId=RR1003920241026100853127222&icpid=2&RTS=1729937237&from=9&hms_devid=24589&online=1729937237&vqe=3
CCTV15,http://36.158.166.3:8089/180000001002/00000001000000000026000000446967/main.m3u8
CCTV15,http://111.23.232.117:80/180000001001/00000001000000001019000000352948/main.m3u8
CCTV15,http://111.23.232.117:80/180000001001/00000001000000000002000000028018/main.m3u8
CCTV15,http://111.23.232.117/180000001002/00000001000000000026000000446967/main.m3u8
CCTV16,http://111.23.232.117/180000001002/00000001000000000085000000178450/main.m3u8
CCTV16,http://111.23.232.117/180000001002/00000001000000000079000000434986/main.m3u8
CCTV16,http://183.215.116.134:6610/180000001001/00000001000000000085000000178450/main.m3u8?IASHttpSessionId=OTT
CCTV16,http://183.215.116.134:6610/180000001001/00000001000000000079000000434986/main.m3u8?IASHttpSessionId=OTT
CCTV16,http://111.23.232.117:80/180000001001/00000001000000000075000000041062/main.m3u8
CCTV16,http://36.158.166.3:8089/180000001002/00000001000000000079000000434986/main.m3u8
CCTV16,http://111.23.232.117/180000001002/00000001000000000085000000178450/index.m3u8
CCTV16,http://111.23.232.117/180000001002/00000001000000000079000000434986/index.m3u8
CCTV17,http://111.23.232.117/180000001002/00000001000000000025000000024152/index.m3u8?
CCTV17,http://36.158.166.3:8089/180000001002/00000001000000000025000000024152/main.m3u8
CCTV17,http://111.23.232.117:80/180000001001/00000001000000001018000000188889/main.m3u8
CCTV17,http://111.23.232.117:80/180000001001/00000001000000001018000000188913/main.m3u8
CCTV17,http://183.215.116.134:6610/180000001001/00000001000000001018000000188913/main.m3u8?IASHttpSessionId=OTT
CCTV17,http://183.215.116.134:6610/180000001001/00000001000000000025000000024152/main.m3u8?IASHttpSessionId=OTT
CCTV17,http://111.23.232.117/180000001002/00000001000000000025000000024152/main.m3u8
CCTV17,http://39.134.242.92:80/180000001002/00000001000000000025000000024152/index.m3u8
CCTV8,http://39.134.240.3/PLTV/2/224/3221226186/index.m3u8
CCTV13,http://ali-m-l.cztv.com/channels/lantian/channel21/1080p.m3u8
CCTV1,http://112.27.235.94:8000/hls/1/index.m3u8
CCTV2,http://112.27.235.94:8000/hls/2/index.m3u8
CCTV3,http://112.27.235.94:8000/hls/3/index.m3u8
CCTV5,http://112.27.235.94:8000/hls/5/index.m3u8
CCTV5+,http://112.27.235.94:8000/hls/6/index.m3u8
CCTV6,http://112.27.235.94:8000/hls/7/index.m3u8
CCTV7,http://112.27.235.94:8000/hls/8/index.m3u8
CCTV8,http://124.165.251.82:85/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,http://112.27.235.94:8000/hls/9/index.m3u8
CCTV9,http://112.27.235.94:8000/hls/10/index.m3u8
CCTV9,http://60.16.0.216:5757/hls/10/index.m3u8
CCTV10,http://112.27.235.94:8000/hls/11/index.m3u8
CCTV11,http://112.27.235.94:8000/hls/12/index.m3u8
CCTV11,http://60.16.0.216:5757/hls/12/index.m3u8
CCTV12,http://124.165.251.82:85/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV12,http://112.27.235.94:8000/hls/13/index.m3u8
CCTV12,http://60.16.0.216:5757/hls/13/index.m3u8
CCTV13,http://112.27.235.94:8000/hls/14/index.m3u8
CCTV13,http://60.16.0.216:5757/hls/14/index.m3u8
CCTV14,http://112.27.235.94:8000/hls/15/index.m3u8
CCTV14,http://60.16.0.216:5757/hls/15/index.m3u8
CCTV15,http://112.27.235.94:8000/hls/16/index.m3u8

CCTV-1,http://180.105.201.177:9981/rtp/239.49.8.129:6000
CCTV-1,http://171.113.214.167:4022/rtp/239.254.96.96:8550
CCTV-2,http://171.113.214.167:4022/rtp/239.69.1.102:10250
CCTV-3,http://171.113.214.167:4022/rtp/239.69.1.122:10370
CCTV-4,http://180.105.201.177:9981/rtp/239.49.8.131:6000
CCTV-4,http://171.113.214.167:4022/rtp/239.69.1.138:10466
CCTV-5,http://171.113.214.167:4022/rtp/239.69.1.123:10376
CCTV-5+,http://180.105.201.177:9981/rtp/239.49.8.18:9610
CCTV-5+,http://171.113.214.167:4022/rtp/239.254.96.234:9484
CCTV-6,http://171.113.214.167:4022/rtp/239.69.1.124:10382
CCTV-7,http://180.105.201.177:9981/rtp/239.49.1.254:6000
CCTV-7,http://171.113.214.167:4022/rtp/239.69.1.103:10256
CCTV-8,http://180.105.201.177:9981/rtp/239.49.1.8:6000
CCTV-8,http://171.113.214.167:4022/rtp/239.69.1.125:10388
CCTV-9,http://171.113.214.167:4022/rtp/239.69.1.104:10262
CCTV-10,http://171.113.214.167:4022/rtp/239.69.1.105:10268
CCTV-11,http://171.113.214.167:4022/rtp/239.69.1.154:10560
CCTV-12,http://180.105.201.177:9981/rtp/239.49.8.135:6000
CCTV-12,http://171.113.214.167:4022/rtp/239.69.1.106:10274
CCTV-13,http://171.113.214.167:4022/rtp/239.254.96.161:9040
CCTV-14,http://171.113.214.167:4022/rtp/239.69.1.107:10280
